记录编号,部门,员工级别,费用类型,报销金额,发票金额,金额差额,发票张数,费用发生后提交天数,审批层级数,近30天同供应商报销次数,员工近30天报销次数,员工近6个月退回次数,同类费用平均金额,高于同类平均金额比例,部门预算使用率,发票抬头是否一致,是否有合同附件,是否周末发生费用,是否疑似重复发票,供应商信用等级,审核结果
R005856,生产部,普通员工,招待费,738,783,45,2,23,1,3,3,0,2200,-0.6645,0.4093,是,是,是,否,C,人工复核
R005857,行政部,实习生,办公用品,783,783,0,2,64,1,0,1,0,700,0.1186,0.4875,是,否,是,否,D,人工复核
R005858,采购部,普通员工,招待费,4276,4276,0,3,18,2,4,6,0,2200,0.9436,0.9356,是,是,是,否,D,退回
R005859,销售部,普通员工,交通费,674,800,126,1,43,1,7,16,0,350,0.9257,0.8313,是,否,否,否,C,人工复核
R005860,信息技术部,普通员工,交通费,335,335,0,4,19,1,1,4,0,350,-0.0429,0.5187,是,否,是,否,B,人工复核
R005861,信息技术部,普通员工,办公用品,414,414,0,3,32,1,0,3,1,700,-0.4086,0.5026,是,是,否,否,C,人工复核
R005862,销售部,普通员工,交通费,1313,1313,0,5,31,2,0,3,1,350,2.7514,1.0313,是,是,否,是,A,人工复核
R005863,人力资源部,经理,办公用品,483,483,0,4,35,1,4,4,2,700,-0.31,0.3593,是,是,否,否,B,人工复核
R005864,生产部,经理,交通费,522,522,0,2,31,1,5,5,0,350,0.4914,0.9135,是,否,否,否,C,退回
R005865,采购部,普通员工,交通费,396,396,0,2,10,1,8,3,0,350,0.1314,1.0388,是,是,否,否,B,人工复核
R005866,市场部,主管,差旅费,6849,6849,0,2,5,3,0,1,0,1800,2.805,0.8148,是,是,否,否,A,通过
R005867,财务部,普通员工,办公用品,1040,1047,7,2,7,2,7,10,3,700,0.4857,0.8624,是,否,否,否,A,人工复核
R005868,财务部,普通员工,差旅费,1570,1570,0,4,15,2,0,4,0,1800,-0.1278,0.5007,是,否,否,否,B,通过
R005869,人力资源部,普通员工,差旅费,805,805,0,1,19,1,5,6,0,1800,-0.5528,0.6009,是,否,否,否,C,人工复核
R005870,财务部,普通员工,办公用品,299,898,599,4,19,1,14,3,0,700,-0.5729,0.6546,是,否,否,否,B,人工复核
R005871,市场部,普通员工,交通费,552,523,29,3,38,1,7,4,1,350,0.5771,0.4262,是,否,是,否,A,通过
R005872,信息技术部,普通员工,维修费,1241,1220,21,3,35,2,6,6,3,1500,-0.1727,0.7356,是,是,否,否,B,通过
R005873,市场部,普通员工,广告宣传费,8212,8212,0,4,43,3,0,5,0,5000,0.6424,0.5066,是,是,否,是,B,人工复核
R005874,采购部,普通员工,办公用品,1212,1212,0,1,18,2,7,5,0,700,0.7314,0.7146,是,否,否,否,B,通过
R005875,采购部,实习生,培训费,1610,1610,0,1,42,2,8,2,0,2600,-0.3808,1.0014,是,是,否,否,B,人工复核
R005876,信息技术部,普通员工,维修费,2168,2168,0,1,12,2,1,6,2,1500,0.4453,0.375,是,否,否,否,B,人工复核
R005877,人力资源部,普通员工,通信费,448,403,45,1,22,1,7,6,0,280,0.6,0.4349,是,否,否,是,A,人工复核
R005878,采购部,普通员工,交通费,651,674,23,1,17,1,10,7,0,350,0.86,1.1821,是,否,否,否,A,人工复核
R005879,人力资源部,普通员工,招待费,982,982,0,1,19,1,2,7,1,2200,-0.5536,0.9739,是,否,否,否,C,人工复核
R005880,人力资源部,普通员工,办公用品,1371,1371,0,4,44,2,8,2,0,700,0.9586,0.4043,是,否,否,否,A,人工复核
R005881,行政部,普通员工,差旅费,1297,1297,0,2,19,2,1,6,2,1800,-0.2794,0.8429,是,否,否,否,D,人工复核
R005882,财务部,普通员工,广告宣传费,2819,2819,0,1,41,2,6,5,0,5000,-0.4362,0.7994,是,是,否,否,A,通过
R005883,采购部,普通员工,交通费,1528,1510,18,5,29,2,1,6,0,350,3.3657,0.8099,是,否,否,否,A,通过
R005884,市场部,主管,广告宣传费,8127,8127,0,3,22,3,3,1,2,5000,0.6254,0.8616,是,是,否,否,A,人工复核
R005885,信息技术部,普通员工,交通费,210,210,0,2,2,1,4,2,0,350,-0.4,0.4512,是,否,否,是,A,人工复核
R005886,市场部,普通员工,交通费,215,235,20,1,33,1,0,2,0,350,-0.3857,0.9109,是,否,否,否,B,通过
R005887,信息技术部,主管,差旅费,2036,2080,44,2,9,2,6,6,1,1800,0.1311,0.4748,是,是,否,是,A,退回
R005888,信息技术部,经理,交通费,420,420,0,3,39,1,4,4,0,350,0.2,0.8168,否,否,否,否,B,人工复核
R005889,销售部,普通员工,广告宣传费,2693,2693,0,1,27,2,2,3,0,5000,-0.4614,0.5752,是,是,否,否,A,通过
R005890,采购部,主管,交通费,1187,1203,16,1,9,2,7,5,0,350,2.3914,0.6359,是,是,否,否,A,通过
R005891,信息技术部,普通员工,会议费,6283,6283,0,1,20,3,6,3,0,3200,0.9634,0.9484,是,是,是,否,B,通过
R005892,生产部,主管,办公用品,831,831,0,2,19,1,2,5,1,700,0.1871,0.587,是,是,否,否,C,通过
R005893,生产部,普通员工,培训费,1355,1355,0,2,39,2,2,1,0,2600,-0.4788,0.5929,是,是,否,否,A,通过
R005894,信息技术部,普通员工,通信费,312,269,43,3,3,1,4,6,0,280,0.1143,0.6988,是,否,否,否,B,通过
R005895,销售部,普通员工,差旅费,4898,4898,0,7,41,2,6,7,0,1800,1.7211,1.0433,是,否,否,否,B,人工复核
R005896,人力资源部,普通员工,培训费,1904,1904,0,1,10,2,5,5,0,2600,-0.2677,0.6629,是,是,否,否,C,通过
R005897,人力资源部,普通员工,招待费,3445,3421,24,4,26,2,1,1,0,2200,0.5659,0.535,是,否,否,否,A,通过
R005898,人力资源部,普通员工,差旅费,2034,2034,0,1,3,2,6,2,1,1800,0.13,0.4521,是,否,否,否,D,人工复核
R005899,财务部,普通员工,招待费,946,946,0,1,27,1,0,2,0,2200,-0.57,0.4609,否,否,是,否,A,人工复核
R005900,生产部,普通员工,通信费,980,980,0,4,8,1,1,7,1,280,2.5,0.8526,是,否,否,否,A,人工复核
R005901,销售部,主管,咨询服务费,3134,3091,43,4,21,2,3,3,0,6500,-0.5178,0.4747,是,是,否,否,A,人工复核
R005902,信息技术部,普通员工,招待费,8139,8141,2,8,45,3,0,1,1,2200,2.6995,0.6186,是,否,否,否,C,人工复核
R005903,采购部,普通员工,咨询服务费,6725,6725,0,1,18,3,4,1,1,6500,0.0346,0.8691,是,是,否,否,A,通过
R005904,人力资源部,主管,招待费,3718,3671,47,4,19,2,4,6,0,2200,0.69,0.3596,是,否,否,否,B,通过
R005905,行政部,普通员工,会议费,6632,6632,0,3,23,3,10,2,1,3200,1.0725,0.4349,是,否,否,否,D,退回
R005906,生产部,普通员工,维修费,1150,1150,0,4,35,2,5,6,0,1500,-0.2333,1.0012,是,是,否,否,A,通过
R005907,市场部,经理,差旅费,3206,3206,0,1,19,2,2,5,0,1800,0.7811,1.0065,是,否,否,否,B,人工复核
R005908,人力资源部,普通员工,办公用品,432,432,0,2,10,1,4,2,2,700,-0.3829,0.4392,是,是,否,否,B,通过
R005909,财务部,普通员工,会议费,3070,3020,50,1,25,2,2,5,0,3200,-0.0406,0.4509,是,是,否,否,A,通过
R005910,信息技术部,主管,广告宣传费,3952,3952,0,3,13,2,0,4,2,5000,-0.2096,0.7428,是,是,是,否,A,通过
R005911,财务部,实习生,办公用品,1391,1391,0,3,15,2,7,14,2,700,0.9871,0.6582,是,否,否,否,A,人工复核
R005912,财务部,普通员工,维修费,2415,2466,51,3,23,2,1,6,2,1500,0.61,0.8673,是,是,否,否,A,人工复核
R005913,信息技术部,普通员工,通信费,517,517,0,4,28,1,4,7,0,280,0.8464,0.7425,是,否,否,否,A,通过
R005914,信息技术部,普通员工,维修费,1273,1262,11,2,42,2,0,7,1,1500,-0.1513,0.7839,是,是,否,否,C,通过
R005915,生产部,实习生,差旅费,1249,1249,0,4,8,2,1,3,0,1800,-0.3061,0.9308,是,是,否,否,B,通过
R005916,信息技术部,普通员工,差旅费,4831,4831,0,5,41,2,4,4,0,1800,1.6839,0.6432,是,否,否,否,A,退回
R005917,人力资源部,普通员工,广告宣传费,10904,10904,0,6,39,4,6,4,0,5000,1.1808,0.8237,是,是,否,否,A,人工复核
R005918,生产部,普通员工,差旅费,2804,2840,36,3,8,2,1,4,0,1800,0.5578,0.4268,是,否,否,否,C,通过
R005919,信息技术部,普通员工,咨询服务费,11647,11647,0,3,21,4,0,2,0,6500,0.7918,1.2116,是,是,否,否,A,人工复核
R005920,市场部,主管,招待费,4364,4364,0,2,15,2,1,1,2,2200,0.9836,0.5288,是,否,否,否,A,通过
R005921,信息技术部,普通员工,差旅费,6025,6022,3,8,87,3,18,2,1,1800,2.3472,0.3911,是,否,是,否,C,退回
R005922,销售部,普通员工,差旅费,2886,2886,0,2,61,2,8,2,0,1800,0.6033,0.5101,是,否,否,否,C,通过
R005923,信息技术部,主管,交通费,415,415,0,1,24,1,7,17,0,350,0.1857,0.5122,是,否,否,否,D,退回
R005924,行政部,普通员工,差旅费,7249,7249,0,4,3,3,3,5,0,1800,3.0272,0.4913,是,否,否,否,A,通过
R005925,财务部,普通员工,维修费,3509,3501,8,6,26,2,0,4,0,1500,1.3393,1.2455,是,是,是,否,A,人工复核
R005926,采购部,普通员工,招待费,3988,3988,0,3,20,2,8,1,0,2200,0.8127,0.9867,是,否,否,否,A,通过
R005927,人力资源部,普通员工,通信费,152,152,0,3,34,1,3,9,0,280,-0.4571,1.0916,是,否,否,否,B,退回
R005928,人力资源部,普通员工,广告宣传费,7624,7624,0,4,28,3,3,6,0,5000,0.5248,0.602,是,是,否,否,C,人工复核
R005929,市场部,经理,广告宣传费,8677,8677,0,1,31,3,2,2,5,5000,0.7354,0.6992,是,是,否,否,B,人工复核
R005930,人力资源部,主管,差旅费,1089,1377,288,4,14,2,7,5,3,1800,-0.395,0.5578,是,否,否,否,A,人工复核
R005931,市场部,主管,招待费,7173,7173,0,6,42,3,6,6,0,2200,2.2605,0.4323,是,否,否,是,B,退回
R005932,信息技术部,普通员工,差旅费,3412,3412,0,4,6,2,6,1,1,1800,0.8956,0.9528,是,否,否,否,A,人工复核
R005933,信息技术部,实习生,差旅费,1727,1727,0,4,32,2,5,6,0,1800,-0.0406,0.7749,是,否,否,否,A,通过
R005934,行政部,经理,维修费,687,687,0,1,9,1,8,7,2,1500,-0.542,0.9675,是,是,是,否,A,退回
R005935,人力资源部,普通员工,广告宣传费,7927,7927,0,3,41,3,8,4,0,5000,0.5854,1.0503,是,是,否,否,D,退回
R005936,人力资源部,主管,咨询服务费,6057,5822,235,1,44,3,6,5,0,6500,-0.0682,1.1978,是,是,否,否,A,退回
R005937,采购部,主管,招待费,4379,4379,0,1,41,2,8,5,0,2200,0.9905,0.8511,是,否,否,否,C,人工复核
R005938,财务部,普通员工,咨询服务费,12129,12129,0,2,21,4,0,2,0,6500,0.866,1.0099,是,是,否,否,B,人工复核
R005939,采购部,普通员工,交通费,585,585,0,3,22,1,8,10,1,350,0.6714,0.6232,是,否,否,否,A,退回
R005940,市场部,实习生,招待费,3477,3433,44,4,27,2,0,5,0,2200,0.5805,0.8815,是,否,否,否,A,通过
R005941,信息技术部,主管,通信费,120,131,11,3,20,1,1,5,4,280,-0.5714,0.6883,是,否,否,否,B,通过
R005942,采购部,实习生,会议费,1201,1958,757,2,71,2,6,6,4,3200,-0.6247,0.5483,是,是,否,否,B,人工复核
R005943,财务部,普通员工,广告宣传费,9421,9421,0,1,36,3,2,3,0,5000,0.8842,0.3602,是,是,否,否,B,通过
R005944,生产部,普通员工,招待费,4528,4528,0,5,18,2,1,6,1,2200,1.0582,0.7314,是,否,否,否,C,人工复核
R005945,市场部,普通员工,咨询服务费,9186,9132,54,3,26,3,2,4,0,6500,0.4132,0.736,是,是,否,否,B,通过
R005946,信息技术部,普通员工,差旅费,8622,8622,0,6,39,3,6,1,1,1800,3.79,0.9084,是,是,否,否,A,人工复核
R005947,生产部,普通员工,交通费,564,564,0,3,38,1,5,15,0,350,0.6114,0.5405,是,否,否,否,D,退回
R005948,财务部,主管,会议费,2625,2625,0,1,3,2,0,6,0,3200,-0.1797,0.688,是,否,否,否,C,退回
R005949,人力资源部,主管,广告宣传费,7844,7844,0,4,11,3,8,5,2,5000,0.5688,0.6745,是,是,否,否,C,人工复核
R005950,人力资源部,普通员工,交通费,692,679,13,3,24,1,7,4,0,350,0.9771,1.0101,是,否,是,否,A,人工复核
R005951,人力资源部,主管,招待费,1729,1729,0,2,40,2,8,5,0,2200,-0.2141,0.5148,是,是,否,否,B,通过
R005952,生产部,普通员工,办公用品,921,921,0,1,2,1,9,3,0,700,0.3157,0.9236,是,否,否,否,A,通过
R005953,人力资源部,经理,差旅费,5683,5683,0,2,22,3,2,1,2,1800,2.1572,0.677,是,是,是,否,C,通过
R005954,财务部,普通员工,差旅费,772,772,0,2,42,1,6,13,1,1800,-0.5711,0.6459,是,否,否,否,B,人工复核
R005955,财务部,普通员工,招待费,7716,7716,0,2,69,3,0,1,0,2200,2.5073,0.6034,是,是,否,否,A,人工复核
R005956,人力资源部,普通员工,通信费,539,539,0,3,71,1,3,2,3,280,0.925,0.4493,是,是,否,否,B,人工复核
R005957,采购部,经理,差旅费,2093,1422,671,3,23,2,1,5,0,1800,0.1628,0.6329,是,否,是,否,A,通过
R005958,销售部,实习生,差旅费,3235,3235,0,2,17,2,1,6,1,1800,0.7972,0.4144,是,否,否,否,C,人工复核
R005959,人力资源部,普通员工,维修费,3049,3049,0,2,44,2,2,7,0,1500,1.0327,0.4974,是,是,否,否,A,人工复核
R005960,市场部,实习生,维修费,1689,1689,0,2,11,2,2,4,1,1500,0.126,0.8341,是,是,否,否,C,通过
R005961,市场部,普通员工,招待费,3457,3457,0,1,17,2,3,6,1,2200,0.5714,0.9886,是,否,是,否,B,退回
R005962,人力资源部,主管,招待费,2482,2482,0,3,42,2,2,6,0,2200,0.1282,1.0395,是,否,否,否,B,退回
R005963,生产部,普通员工,培训费,4268,4225,43,3,34,2,8,7,4,2600,0.6415,1.0349,是,是,否,否,C,人工复核
R005964,市场部,主管,维修费,2858,2858,0,3,12,2,5,5,0,1500,0.9053,0.5136,是,是,是,否,A,通过
R005965,销售部,普通员工,交通费,677,677,0,2,34,1,5,4,3,350,0.9343,0.8342,是,否,否,否,A,人工复核
R005966,财务部,普通员工,通信费,191,858,667,4,21,1,2,6,0,280,-0.3179,0.5286,是,否,否,否,C,人工复核
R005967,财务部,普通员工,招待费,2293,2293,0,4,1,2,5,3,3,2200,0.0423,0.8756,否,否,是,否,B,人工复核
R005968,生产部,经理,维修费,1481,1481,0,2,83,2,6,5,0,1500,-0.0127,0.68,否,是,否,否,A,人工复核
R005969,财务部,普通员工,差旅费,6369,6369,0,5,18,3,6,6,1,1800,2.5383,0.6377,是,否,是,是,A,退回
R005970,人力资源部,普通员工,差旅费,1376,1428,52,1,1,2,1,3,0,1800,-0.2356,0.7563,是,是,是,否,A,通过
R005971,财务部,普通员工,差旅费,3150,3150,0,2,1,2,1,6,0,1800,0.75,0.411,是,否,是,否,A,通过
R005972,销售部,普通员工,交通费,98,58,40,2,35,1,6,7,0,350,-0.72,0.4222,是,是,是,否,B,人工复核
R005973,财务部,普通员工,广告宣传费,7503,7503,0,3,12,3,0,17,0,5000,0.5006,0.4299,是,是,否,否,B,人工复核
R005974,信息技术部,实习生,招待费,1814,1814,0,4,44,2,4,4,1,2200,-0.1755,0.6952,是,否,否,否,A,通过
R005975,销售部,主管,咨询服务费,3132,3146,14,1,28,2,8,4,0,6500,-0.5182,0.5015,是,是,否,否,A,通过
R005976,人力资源部,普通员工,交通费,203,203,0,2,15,1,3,4,0,350,-0.42,1.0505,是,否,否,否,A,人工复核
R005977,信息技术部,普通员工,交通费,220,0,220,2,11,1,2,7,0,350,-0.3714,0.5333,是,是,否,否,A,通过
R005978,销售部,普通员工,差旅费,1194,1194,0,2,11,2,4,2,0,1800,-0.3367,0.9348,是,是,否,否,C,通过
R005979,市场部,普通员工,差旅费,2470,2446,24,2,73,2,4,14,1,1800,0.3722,1.0981,是,否,是,否,A,人工复核
R005980,采购部,普通员工,办公用品,1731,1780,49,4,31,2,3,1,0,700,1.4729,0.4106,是,否,否,否,D,退回
R005981,人力资源部,主管,广告宣传费,8104,8104,0,3,26,3,7,7,0,5000,0.6208,0.9554,是,是,是,否,B,通过
R005982,采购部,普通员工,维修费,1831,1868,37,1,25,2,1,15,0,1500,0.2207,0.3894,是,是,否,否,A,人工复核
R005983,信息技术部,普通员工,差旅费,6641,6641,0,4,10,3,5,7,3,1800,2.6894,0.9186,否,否,否,否,A,退回
R005984,财务部,实习生,广告宣传费,7823,7823,0,3,42,3,5,14,1,5000,0.5646,1.0415,是,否,否,否,B,退回
R005985,销售部,普通员工,办公用品,688,683,5,3,34,1,7,3,0,700,-0.0171,0.9767,是,否,否,否,B,通过
R005986,市场部,普通员工,招待费,5690,5677,13,6,20,3,7,5,0,2200,1.5864,1.0107,是,否,是,否,A,人工复核
R005987,生产部,普通员工,通信费,436,460,24,1,1,1,8,2,1,280,0.5571,1.1577,是,否,是,否,C,退回
R005988,市场部,普通员工,维修费,1190,1236,46,4,25,2,0,4,0,1500,-0.2067,0.941,是,是,否,否,B,人工复核
R005989,人力资源部,普通员工,差旅费,3345,4317,972,2,38,2,0,6,0,1800,0.8583,0.3651,是,否,否,否,B,人工复核
R005990,信息技术部,普通员工,交通费,194,194,0,2,42,1,0,14,0,350,-0.4457,1.1122,是,是,否,否,C,人工复核
R005991,信息技术部,普通员工,交通费,128,128,0,2,10,1,1,6,0,350,-0.6343,0.6742,是,否,否,否,A,人工复核
R005992,生产部,实习生,通信费,424,424,0,2,29,1,5,1,0,280,0.5143,1.0078,是,否,否,否,A,通过
R005993,采购部,普通员工,通信费,652,652,0,6,30,1,14,3,1,280,1.3286,0.8962,是,是,否,否,A,退回
R005994,市场部,普通员工,交通费,555,555,0,1,28,1,3,8,0,350,0.5857,0.9188,是,否,否,否,A,人工复核
R005995,采购部,主管,差旅费,3149,3154,5,4,57,2,16,5,2,1800,0.7494,1.2431,是,是,否,否,A,退回
R005996,市场部,主管,办公用品,686,686,0,3,38,1,5,3,1,700,-0.02,0.9994,是,否,否,否,B,退回
R005997,销售部,普通员工,招待费,859,853,6,2,30,1,6,3,1,2200,-0.6095,1.0247,是,否,否,否,A,人工复核
R005998,行政部,普通员工,广告宣传费,9283,9280,3,3,3,3,7,16,0,5000,0.8566,0.6324,是,是,否,否,B,人工复核
R005999,财务部,主管,办公用品,493,443,50,2,18,1,8,6,2,700,-0.2957,0.6852,是,否,否,否,B,退回
R006000,信息技术部,普通员工,招待费,4441,4500,59,3,15,2,3,6,1,2200,1.0186,0.9129,是,是,否,否,B,人工复核
R006001,生产部,经理,办公用品,939,939,0,1,31,1,1,6,1,700,0.3414,0.6691,是,否,否,否,B,通过
R006002,财务部,普通员工,招待费,1272,1303,31,2,33,2,6,4,1,2200,-0.4218,0.8647,是,否,否,否,A,退回
R006003,财务部,主管,办公用品,324,324,0,1,20,1,0,2,0,700,-0.5371,0.605,是,否,否,否,B,通过
R006004,销售部,普通员工,差旅费,3001,3025,24,4,16,2,6,3,0,1800,0.6672,0.7875,是,否,否,否,A,通过
R006005,市场部,普通员工,办公用品,1184,1184,0,2,32,2,4,2,0,700,0.6914,0.6242,否,是,否,否,C,人工复核
R006006,销售部,普通员工,交通费,206,206,0,1,28,1,4,5,0,350,-0.4114,1.0186,是,是,是,否,C,人工复核
R006007,财务部,普通员工,差旅费,3387,3387,0,4,38,2,1,5,0,1800,0.8817,0.9374,是,否,否,否,B,人工复核
R006008,人力资源部,普通员工,培训费,6826,6796,30,5,40,3,3,6,0,2600,1.6254,0.5881,是,是,否,否,B,人工复核
R006009,市场部,实习生,会议费,12963,12963,0,4,3,4,0,3,2,3200,3.0509,0.5268,是,是,否,否,B,人工复核
R006010,财务部,经理,通信费,235,235,0,3,26,1,4,7,2,280,-0.1607,0.4052,是,否,否,否,A,通过
R006011,采购部,普通员工,办公用品,861,861,0,3,12,1,1,1,2,700,0.23,0.9223,是,否,否,否,C,人工复核
R006012,销售部,实习生,维修费,1751,1751,0,4,40,2,7,6,0,1500,0.1673,0.6613,是,是,否,否,B,通过
R006013,人力资源部,普通员工,招待费,1911,1949,38,1,66,2,3,3,0,2200,-0.1314,0.4751,是,否,否,否,A,退回
R006014,市场部,普通员工,广告宣传费,5696,5696,0,2,22,3,2,1,0,5000,0.1392,1.022,是,是,否,否,B,通过
R006015,市场部,普通员工,交通费,122,122,0,3,38,1,3,3,0,350,-0.6514,1.0375,是,是,否,否,A,人工复核
R006016,市场部,普通员工,差旅费,1799,1799,0,2,19,2,8,2,1,1800,-0.0006,0.8926,是,否,否,否,B,通过
R006017,人力资源部,主管,通信费,379,379,0,3,31,1,5,3,2,280,0.3536,0.9259,是,否,否,否,A,人工复核
R006018,市场部,实习生,差旅费,2769,2769,0,3,29,2,5,5,2,1800,0.5383,1.0301,否,否,否,否,B,退回
R006019,采购部,普通员工,交通费,506,506,0,4,11,1,1,5,0,350,0.4457,0.6902,是,否,是,否,C,通过
R006020,采购部,普通员工,交通费,417,417,0,1,13,1,2,5,2,350,0.1914,0.6036,是,否,否,否,A,通过
R006021,采购部,主管,培训费,2740,2743,3,1,22,2,7,1,0,2600,0.0538,0.8605,是,否,是,否,A,人工复核
R006022,信息技术部,普通员工,广告宣传费,10463,10463,0,6,41,4,7,4,0,5000,1.0926,1.0347,是,是,否,否,A,人工复核
R006023,采购部,经理,差旅费,2606,1906,700,4,15,2,6,11,2,1800,0.4478,0.5077,是,是,否,否,A,人工复核
R006024,销售部,普通员工,差旅费,1071,1071,0,3,59,2,7,4,0,1800,-0.405,0.7347,是,否,否,否,D,人工复核
R006025,财务部,实习生,办公用品,422,410,12,3,7,1,7,4,1,700,-0.3971,1.2477,是,否,否,否,B,人工复核
R006026,市场部,普通员工,招待费,3223,3223,0,1,32,2,6,16,0,2200,0.465,0.987,是,是,是,否,A,退回
R006027,采购部,普通员工,广告宣传费,1925,1941,16,4,41,2,7,6,0,5000,-0.615,0.5649,是,否,否,否,C,人工复核
R006028,市场部,主管,广告宣传费,15982,15982,0,5,18,4,13,1,0,5000,2.1964,0.4833,是,是,否,否,A,人工复核
R006029,人力资源部,普通员工,交通费,244,276,32,4,43,1,6,1,0,350,-0.3029,0.5782,是,是,否,否,A,通过
R006030,销售部,普通员工,会议费,3522,3522,0,3,44,2,8,7,4,3200,0.1006,1.2474,是,是,否,否,B,人工复核
R006031,行政部,普通员工,会议费,1287,1289,2,1,31,2,4,3,1,3200,-0.5978,0.9629,是,是,是,否,A,人工复核
R006032,人力资源部,普通员工,差旅费,3382,3382,0,1,24,2,7,4,1,1800,0.8789,0.8995,是,否,否,否,A,通过
R006033,人力资源部,主管,培训费,7891,7891,0,7,28,3,3,7,0,2600,2.035,1.2494,是,是,否,否,C,人工复核
R006034,生产部,普通员工,会议费,12085,12085,0,2,19,4,2,1,0,3200,2.7766,0.6715,是,是,否,否,C,人工复核
R006035,生产部,实习生,办公用品,1262,1262,0,3,31,2,7,3,1,700,0.8029,1.0384,是,否,是,否,A,人工复核
